Member_number,Date,itemDescription,_basket_id
2042,25-04-2025,salty snack,402
1592,21-10-2024,canned beer,5096
1460,23-09-2024,chocolate,4192
1391,29-09-2025,chips,4312
1754,13-10-2024,salsa,3675
1542,18-03-2025,bottled water,420
1713,18-06-2025,napkins,4814
2026,09-06-2025,canned beer,4185
1797,16-09-2025,granola,5257
1675,04-10-2024,frankfurter,5956
1872,21-05-2025,salsa,5136
1873,14-06-2024,frankfurter,132
1774,19-09-2025,cereal,4421
1319,05-08-2025,margarine,1736
1828,06-06-2024,yogurt,5632
1635,26-11-2025,root vegetables,4695
1978,20-02-2025,frozen vegetables,3833
1123,26-05-2024,tomato sauce,1230
1608,12-07-2024,paper towels,5896
1452,04-03-2025,salty snack,1997
1941,30-10-2025,white bread,1515
1570,13-02-2024,white bread,1451
2000,21-08-2024,yogurt,5265
1489,04-01-2025,pastry,4881
2050,27-10-2025,salty snack,4224
1125,23-06-2024,frankfurter,3350
2000,10-12-2024,newspapers,4366
2045,03-09-2025,canned beer,1440
1627,21-05-2025,pastry,2325
1122,18-01-2024,napkins,4879
2191,24-09-2024,salsa,1889
1439,07-08-2024,jam,1853
2026,09-06-2025,sausage,4185
1513,25-09-2024,bottled water,2197
1639,27-09-2025,ketchup,1553
1468,19-01-2025,newspapers,1324
1024,15-02-2025,canned beer,131
1434,27-01-2025,red wine,54
2129,13-01-2024,onions,628
2105,05-01-2024,citrus fruit,3188
1255,01-10-2024,onions,1411
1214,09-05-2024,cat food,4446
1444,18-09-2024,margarine,2771
2106,26-03-2024,margarine,2201
1512,21-05-2024,citrus fruit,2539
1310,28-09-2025,tropical fruit,4846
1630,08-09-2024,ice cream,1024
1099,12-11-2024,frankfurter,5226
1576,11-09-2024,frozen vegetables,2000
1748,06-11-2024,citrus fruit,4488
2083,24-11-2025,pastry,2227
1805,13-08-2024,tropical fruit,663
1651,04-12-2024,domestic eggs,3163
1711,13-04-2024,salsa,57
1986,10-08-2025,bottled water,3063
1487,07-11-2024,pip fruit,2571
1896,03-06-2025,margarine,12
1119,11-09-2024,citrus fruit,901
1574,20-11-2024,domestic eggs,4947
1842,22-03-2025,margarine,5405
1359,07-12-2024,canned beer,3143
1293,11-07-2024,root vegetables,2601
1727,27-03-2025,tropical fruit,2081
1008,13-10-2025,whole milk,1086
2080,20-02-2025,margarine,1069
2012,16-09-2024,cat food,348
1761,02-09-2024,dish detergent,1364
2180,24-03-2024,jam,3119
1354,01-01-2024,whole milk,1941
1171,09-12-2025,canned beer,1943
1014,20-09-2025,bottled water,5171
2086,30-10-2025,cereal,2058
1146,15-02-2024,salsa,5244
1476,03-04-2025,margarine,4399
1673,05-11-2024,brown bread,872
1992,23-10-2024,tomato sauce,4956
1673,02-09-2025,shopping bags,4654
1897,09-05-2025,curd,1737
1206,02-12-2025,shopping bags,4770
1827,22-08-2024,bananas,5569
1905,07-11-2025,,2392
1812,17-11-2024,canned beer,5778
1398,23-10-2025,root vegetables,822
1558,30-11-2025,salty snack,96
2063,28-03-2024,white bread,1145
1671,20-08-2024,margarine,397
1470,25-02-2025,whole milk,3684
1241,05-02-2025,citrus fruit,4392
1196,31-08-2024,curd,533
1355,18-01-2024,root vegetables,1647
1497,11-10-2025,pastry,3978
2061,29-09-2024,canned beer,19
1761,06-09-2025,crackers,2172
1500,21-07-2025,soda,2122
2051,20-01-2025,bottled water,3639
1659,17-02-2025,cheese,4641
1535,02-12-2024,red wine,5008
1848,25-10-2024,salty snack,1484
1117,21-06-2025,hamburger meat,392
2036,09-10-2024,tropical fruit,4579
1856,29-11-2024,whole milk,5268
1866,28-01-2024,canned beer,5690
1352,11-03-2025,bottled water,5742
1139,28-06-2024,canned beer,4022
1863,02-10-2024,  PASTRY,3389
1975,12-09-2025,napkins,3503
2175,26-07-2024,tropical fruit,5925
1850,23-03-2025,white bread,5872
1177,24-06-2025,whole milk,3032
1802,26-06-2025,bottled water,5138
1299,05-08-2024,bananas,2162
1328,04-09-2025,yogurt,817
1792,01-02-2025,pasta,2930
1383,04-03-2025,tropical fruit,509
1043,12-01-2025,newspapers,3923
1876,15-11-2024,  CHEESE,2890
1229,03-04-2024,margarine,5259
1274,30-11-2025,tomato sauce,437
1547,15-03-2025,  CANNED BEER,5757
1225,22-07-2025,white bread,453
1720,05-03-2024,frankfurter,5590
2020,15-09-2025,margarine,3844
1878,05-11-2024,domestic eggs,1179
1619,02-02-2024,hamburger meat,5200
1618,16-08-2025,tropical fruit,1328
1677,18-07-2025,onions,32
1425,29-06-2025,pip fruit,3583
1538,17-12-2024,tropical fruit,4948
1775,06-07-2025,margarine,1741
1655,23-10-2025,cat food,5098
1189,25-09-2024,margarine,4032
1830,17-04-2025,margarine,3043
1407,03-07-2025,shopping bags,4541
1214,21-09-2025,frankfurter,4993
1590,29-05-2025,canned beer,4996
1219,26-05-2024,citrus fruit,1330
1564,24-09-2025,beef,3872
1295,03-11-2025,sausage,290
1016,30-07-2025,newspapers,2532
2019,12-07-2024,bottled water,5804
1976,11-12-2024,canned beer,1724
1905,21-02-2024,granola,2680
2056,11-02-2024,canned beer,2305
1775,26-08-2025,ground beef,4990
1390,07-06-2025,coffee,2655
2134,06-11-2024,root vegetables,849
1044,15-05-2025,ground beef,3014
2013,16-04-2024,pastry,313
2144,23-07-2025,tropical fruit,1298
1921,23-07-2024,whole milk,495
1990,24-01-2025,yogurt,5959
1971,16-07-2024,margarine,4950
1779,21-12-2025,canned beer,4379
1996,10-06-2024,napkins,2143
2190,08-03-2025,whole milk,1344
2196,29-08-2025,margarine,2686
2080,08-01-2025,canned beer,49
2152,18-03-2025,whole milk,1214
1597,26-03-2025,soda,2691
1738,21-04-2024,tropical fruit,1543
1177,16-11-2025,cat food,2166
2056,16-08-2024,ground beef,1556
1942,24-05-2024,tortillas,2886
1783,15-03-2024,canned beer,3323
1040,14-03-2024,whole milk,2558
1723,12-07-2025,canned beer,4675
1072,01-05-2024,canned beer,3796
1683,23-04-2025,napkins,2288
2115,30-07-2024,citrus fruit,5879
1486,07-03-2025,margarine,5652
1512,07-04-2025,root vegetables,3320
1903,05-09-2025,ice cream,4131
1684,01-10-2024,newspapers,5625
1199,18-10-2025,napkins,2478
1045,14-03-2025,canned beer,292
1814,13-01-2024,newspapers,4918
2101,11-01-2025,coffee,5305
1382,04-03-2024,cereal,3896
2065,13-06-2024,newspapers,3781
1432,15-01-2024,paper towels,2981
2107,18-10-2024,newspapers,3975
1183,06-01-2025,dish detergent,1299
1703,08-06-2025,hamburger meat,1818
1170,19-09-2024,root vegetables,2028
1328,04-11-2024,canned beer,2586
1619,24-01-2025,granola,2407
1161,18-09-2025,tomato sauce,589
1001,25-12-2025,canned beer,776
1194,17-03-2025,ketchup,1570
2028,18-05-2025,citrus fruit,5655
1085,29-08-2024,newspapers,5888
1275,07-09-2025,white bread,3069
1258,19-01-2025,shopping bags,2151
1336,09-07-2024,cat food,2461
1021,20-10-2025,curd,252
1741,27-08-2025,margarine,431
1436,01-04-2024,margarine,894
1091,19-01-2025,tropical fruit,4886
1293,06-08-2024,soda,4191
1260,08-09-2024,napkins,4840
1392,25-12-2025,pastry,1629
1025,21-03-2025,newspapers,1622
1556,25-09-2024,bottled water,4290
1613,07-12-2025,citrus fruit,1508
1899,02-01-2024,parmesan,5012
1278,17-01-2024,canned beer,686
1862,19-05-2025,white bread,1047
1634,16-08-2025,ketchup,2078
1801,25-03-2025,frozen vegetables,4234
1407,16-04-2025,tortillas,5963
1573,26-11-2024,soda,4003
1991,16-01-2024,citrus fruit,3679
1459,27-05-2025,whole milk,5675
1780,17-08-2025,bottled water,2996
1535,02-12-2024,onions,5008
1548,21-03-2025,newspapers,2599
1823,27-09-2025,citrus fruit,3999
1194,30-09-2024,curd,3804
1700,28-11-2025,sausage,643
2068,08-07-2024,canned beer,2405
1188,03-11-2024,citrus fruit,1498
1569,17-08-2025,white bread,2874
1580,11-07-2024,margarine,395
1662,26-04-2025,pip fruit,4479
1058,03-01-2025,chocolate,234
1272,17-04-2025,white bread,5696
1487,07-11-2024,curd,2571
2193,26-10-2025,frankfurter,5195
1959,05-10-2025,margarine,3910
1356,07-09-2024,pasta,35
1795,23-03-2024,granola,2084
1418,27-08-2024,curd,3443
1837,11-01-2024,pastry,1513
1049,04-08-2024,whole milk,1526
1748,04-02-2025,white bread,1112
1216,11-11-2025,onions,5395
1403,09-12-2025,root vegetables,212
1653,10-05-2024,root vegetables,3494
1696,05-02-2024,citrus fruit,2799
1713,18-06-2025,curd,4814
1666,01-05-2024,tomato sauce,2237
1536,13-11-2025,brown bread,3682
1158,16-01-2025,canned beer,4122
2119,18-04-2024,white bread,4678
1726,10-10-2025,chocolate,1073
1299,15-09-2025,newspapers,5056
1574,01-02-2025,pip fruit,5052
2088,04-06-2024,root vegetables,3349
1492,07-04-2024,tropical fruit,3104
1965,02-06-2024,domestic eggs,2912
2160,28-07-2025,whole milk,294
1044,15-05-2025,tortillas,3014
1381,27-08-2025,margarine,4660
1723,26-12-2024,ice cream,2040
1886,25-09-2025,tomato sauce,4489
1862,12-06-2024,butter,3877
1713,02-05-2025,cat food,3582
1624,15-03-2024,ketchup,5289
1695,09-11-2025,canned beer,2538
1975,23-12-2025,citrus fruit,3224
1814,18-12-2025,rolls/buns,4450
1785,03-10-2024,crackers,4571
1679,18-09-2025,canned beer,193
2112,22-04-2025,crackers,5206
2036,04-12-2025,margarine,323
2124,07-05-2024,margarine,3
1094,06-02-2024,yogurt,2652
1019,03-09-2025,beef,2326
1171,09-12-2025,newspapers,5502
1863,05-04-2025,cereal,5366
1402,27-06-2024,beef,2829
1168,29-05-2025,white bread,2109
1884,10-12-2025,rolls/buns,4874
2015,20-06-2024,canned beer,1188
2186,06-04-2025,margarine,1138
1427,12-12-2025,root vegetables,4590
1020,09-01-2025,chocolate,2946
1785,03-10-2024,coffee,4571
1945,09-01-2025,cat food,610
1535,10-12-2025,frozen vegetables,5137
1410,22-04-2024,canned beer,5964
1474,08-02-2025,brown bread,3520
1273,26-04-2024,newspapers,4110
1382,04-02-2025,margarine,4540
2140,17-08-2024,white bread,3168
2071,05-11-2024,margarine,4724
1679,24-01-2025,sausage,2813
1961,21-07-2025,root vegetables,3187
1236,28-12-2025,tropical fruit,3587
1688,16-11-2024,brown bread,5139
1378,04-10-2025,whole milk,5044
1579,01-01-2025,salty snack,5649
1943,07-08-2024,dish detergent,297
1985,21-09-2024,root vegetables,3473
1633,02-09-2024,paper towels,4112
1029,17-06-2024,dish detergent,2044
1526,15-11-2025,jam,3036
1399,15-07-2024,granola,5266
1874,20-09-2025,brown bread,4408
1593,05-07-2024,root vegetables,5598
1368,10-09-2024,bottled water,1580
1892,07-12-2024,canned beer,4888
2113,11-09-2024,pastry,5679
2025,24-05-2025,margarine,511
1545,12-09-2025,root vegetables,5110
1146,15-02-2024,ground beef,5244
1616,25-12-2024,newspapers,3763
1305,06-12-2024,cheese,4823
1198,10-11-2025,paper towels,5172
1189,23-01-2025,ground beef,741
1099,24-12-2024,root vegetables,3678
1093,03-10-2025,onions,996
1834,11-02-2025,bottled water,384
1357,18-08-2024,bottled water,2253
2000,23-10-2024,cereal,5734
1130,27-03-2025,hamburger meat,2231
2138,19-07-2024,citrus fruit,5855
1137,21-10-2025,salsa,1930
1296,01-09-2024,tortillas,3598
1106,30-05-2024,crackers,2106
1328,25-07-2025,bananas,3894
1239,17-03-2025,citrus fruit,4614
2152,17-10-2024,yogurt,5327
1122,05-08-2024,rolls/buns,524
1515,21-07-2025,cheese,2141
1350,27-12-2024,citrus fruit,5516
1595,15-07-2024,white bread,4844
1161,27-10-2025,tropical fruit,1049
1130,05-04-2024,canned beer,5736
2172,27-05-2025,root vegetables,1473
2137,30-08-2024,  PASTRY,5545
1263,03-01-2024,tropical fruit,4197
1755,20-10-2024,sausage,1754
1023,10-12-2025,napkins,5445
1521,20-08-2024,whole milk,5033
1862,13-12-2025,root vegetables,4076
1001,25-12-2025,domestic eggs,776
1551,17-02-2024,canned beer,3288
1405,13-04-2024,brown bread,852
1161,04-05-2024,beef,5663
2056,22-08-2025,white bread,5832
1612,05-06-2024,root vegetables,100
1406,25-04-2025,coffee,5182
1142,08-01-2025,napkins,2414
2104,05-01-2025,salsa,409
1693,10-03-2024,citrus fruit,2508
2125,04-05-2025,frankfurter,5376
1479,09-08-2024,cereal,684
1576,11-09-2024,  FROZEN VEGETABLES,2000
2091,17-12-2024,white bread,5274
2052,30-12-2024,margarine,5989
1880,25-05-2025,granola,770
1177,22-07-2024,canned beer,3634
1040,03-05-2025,dish detergent,5952
1582,15-03-2025,margarine,2841
2141,01-04-2025,pastry,477
1478,29-10-2024,sausage,2530
2171,12-12-2025,whole milk,5767
2059,21-04-2024,rolls/buns,389
1275,01-06-2024,newspapers,2258
1567,21-10-2024,yogurt,1965
2077,10-02-2025,cat food,4653
1731,19-02-2025,sausage,1493
1526,02-05-2025,sausage,3727
1541,21-11-2024,margarine,5035
1509,30-11-2024,canned beer,5177
1327,13-03-2024,whole milk,5048
1789,10-06-2025,coffee,5208
1226,09-05-2025,onions,3899
1642,14-04-2025,brown bread,3557
1893,12-09-2025,onions,4104
1438,16-11-2025,margarine,289
2175,21-04-2025,beef,4557
1866,09-08-2024,white bread,1370
1130,13-08-2025,margarine,5692
1221,16-04-2024,cat food,2690
1220,13-01-2024,canned beer,727
1350,27-05-2024,canned beer,1777
1183,30-09-2025,onions,4679
1846,21-05-2025,  YOGURT,4723
1373,02-03-2025,citrus fruit,4535
2057,27-10-2024,bottled water,4866
1219,10-03-2024,newspapers,1847
1726,01-02-2024,margarine,2333
1565,18-10-2024,napkins,1532
1395,12-06-2024,yogurt,2435
1476,09-05-2025,parmesan,2572
1581,03-03-2025,canned beer,2342
2069,10-06-2024,shopping bags,5113
1019,19-01-2024,margarine,1952
2078,14-11-2025,white bread,1552
1509,24-05-2024,pasta,2402
2063,04-02-2024,white bread,4493
1205,16-07-2024,canned beer,5032
1527,26-11-2025,canned beer,5596
1324,19-07-2025,canned beer,3500
1983,09-01-2025,margarine,5179
1086,23-04-2025,brown bread,232
1010,02-09-2024,canned beer,5185
2063,31-10-2025,rolls/buns,5933
1031,15-09-2024,canned beer,4231
1407,25-05-2024,cereal,5173
2183,16-11-2024,margarine,5470
1033,05-09-2024,frankfurter,4455
1971,24-07-2025,curd,1837
1192,20-08-2025,shopping bags,314
1888,24-04-2024,root vegetables,282
1713,02-05-2025,jam,3582
1506,28-04-2024,canned beer,5401
1873,22-02-2024,canned beer,4741
1767,15-03-2025,dish detergent,4245
1867,15-09-2025,creamer,5279
2180,08-06-2024,tropical fruit,972
1678,07-09-2025,beef,1503
1336,21-02-2025,margarine,5006
1411,21-08-2024,canned beer,2537
2070,27-02-2024,canned beer,2314
1354,05-06-2024,butter,1814
1411,20-10-2025,whole milk,4266
1828,24-04-2025,yogurt,2391
1613,19-07-2025,canned beer,4318
1846,21-12-2025,root vegetables,249
1260,29-04-2025,bottled water,3218
1243,18-01-2024,pastry,1331
1854,29-03-2025,domestic eggs,803
1958,31-10-2024,soda,5315
1902,03-12-2024,curd,2199
2049,18-05-2024,napkins,4597
1768,22-08-2025,ice cream,2828
2138,01-03-2025,root vegetables,3271
1536,13-11-2025,cheese,3682
1065,06-11-2025,root vegetables,299
2112,29-10-2025,root vegetables,1139
1976,01-08-2025,tortillas,3973
1954,23-02-2024,jam,4030
2188,08-12-2025,citrus fruit,3101
1102,11-04-2024,citrus fruit,5180
1804,23-07-2025,newspapers,40
1576,24-11-2025,frozen vegetables,1008
1880,25-05-2025,sausage,770
1594,07-11-2025,citrus fruit,76
1901,30-09-2025,rolls/buns,3407
1780,25-08-2025,cat food,489
1415,20-03-2024,pip fruit,877
2149,10-03-2024,parmesan,1148
1718,15-03-2024,bottled water,4776
1233,14-02-2025,tortillas,5127
1698,13-11-2025,root vegetables,3548
1709,22-05-2025,margarine,1904
1458,04-08-2024,canned beer,4378
1090,08-07-2025,white bread,5686
1536,20-04-2024,canned beer,5134
2127,26-11-2024,  CANNED BEER,2608
1053,17-11-2025,bottled water,5922
1896,25-01-2024,newspapers,33
1820,28-04-2025,citrus fruit,1949
2105,10-09-2024,citrus fruit,2495
1616,22-06-2024,paper towels,1474
1132,18-06-2025,canned beer,784
1819,12-07-2025,beef,5506
1505,08-01-2024,bottled water,4360
1663,14-04-2024,  CANNED BEER,383
1057,04-04-2024,whole milk,3317
1723,26-12-2024,root vegetables,2040
1869,10-09-2024,margarine,5556
1630,23-10-2025,cereal,3622
1488,28-02-2024,cereal,122
1467,09-12-2025,canned beer,4912
1929,21-05-2025,ice cream,5720
2026,09-06-2025,chocolate,4185
1356,07-09-2024,tropical fruit,35
1932,30-12-2025,diapers,697
1024,15-11-2025,root vegetables,4345
1780,27-11-2024,white bread,424
1939,16-09-2024,canned beer,418
1410,12-04-2024,root vegetables,518
1494,16-02-2025,chocolate,4778
2165,21-08-2025,canned beer,3507
1204,01-10-2024,bananas,5218
2000,09-04-2025,pastry,3595
1167,20-05-2024,  CITRUS FRUIT,4097
1384,03-02-2024,pip fruit,994
1579,27-08-2025,frozen vegetables,5827
1081,25-09-2024,newspapers,350
2123,02-09-2024,canned beer,4179
1320,11-05-2024,domestic eggs,1096
1237,03-08-2024,root vegetables,498
1898,09-10-2025,citrus fruit,4135
1871,06-12-2024,root vegetables,737
1888,17-10-2024,margarine,921
1090,11-10-2024,domestic eggs,1155
1741,08-05-2025,canned beer,3609
1750,24-06-2025,white bread,484
1010,11-07-2025,tropical fruit,592
1676,07-05-2024,rolls/buns,1201
1955,30-04-2025,chocolate,3165
1245,17-11-2024,yogurt,5609
1906,13-01-2024,bottled water,2961
2038,30-03-2024,root vegetables,3768
1857,11-03-2024,root vegetables,1389
1190,23-08-2025,brown bread,4459
1202,15-10-2025,root vegetables,602
1295,24-01-2024,coffee,207
1583,26-01-2024,domestic eggs,4434
2135,23-11-2024,jam,5886
1565,25-03-2024,salty snack,2952
1793,09-02-2025,domestic eggs,2381
2111,31-01-2025,yogurt,2289
2001,12-10-2025,beef,4883
1415,20-03-2024,paper towels,877
1569,14-06-2024,cat food,233
1987,22-08-2024,soda,5801
1897,13-09-2024,root vegetables,1742
1709,21-02-2025,sausage,4398
1851,11-12-2025,margarine,1341
1111,21-06-2024,newspapers,3122
1286,22-06-2024,canned beer,5
1276,26-03-2024,domestic eggs,2708
1483,30-12-2024,root vegetables,2020
1929,08-01-2024,brown bread,5971
1676,07-05-2024,newspapers,1201
1107,23-02-2025,frozen vegetables,2976
1616,25-12-2024,cereal,3763
1610,19-05-2025,domestic eggs,2251
1978,29-12-2025,newspapers,3765
1852,09-10-2025,margarine,377
1310,28-09-2025,canned beer,4846
2038,30-03-2024,pasta,3768
1149,18-12-2024,newspapers,2938
2000,23-10-2024,citrus fruit,5734
2013,16-04-2024,whole milk,313
1479,29-11-2025,canned beer,5468
1318,12-12-2025,sausage,2428
1706,12-02-2025,pip fruit,2858
1706,12-02-2025,citrus fruit,2858
1056,04-12-2025,frankfurter,2518
1307,05-04-2024,curd,3392
2111,16-09-2025,canned beer,5538
1494,06-08-2025,canned beer,4905
1357,22-01-2024,tortillas,4254
2152,17-10-2024,domestic eggs,5327
1264,31-08-2024,yogurt,4006
1255,01-10-2024,domestic eggs,1411
1138,28-12-2024,sausage,5861
2109,08-11-2025,white bread,3786
1646,22-01-2024,whole milk,1494
1741,26-04-2025,parmesan,5541
1802,28-02-2024,salty snack,3839
1860,19-08-2024,diapers,5387
1699,22-12-2024,granola,4215
1847,15-07-2025,newspapers,3857
1850,16-03-2024,margarine,3201
1386,12-08-2025,margarine,5583
1243,18-01-2024,domestic eggs,1331
1373,21-04-2024,tropical fruit,2951
2074,24-04-2025,canned beer,3640
1790,27-05-2025,canned beer,4100
1937,08-03-2025,frozen vegetables,2057
1331,28-10-2025,rolls/buns,3245
1494,06-08-2025,newspapers,4905
1635,10-03-2025,sausage,2983
1669,19-08-2024,soda,444
1117,15-01-2025,bottled water,580
1579,27-08-2025,coffee,5827
1395,09-11-2025,parmesan,5729
1336,09-07-2024,canned beer,2461
1774,10-12-2025,canned beer,4165
2158,30-01-2024,canned beer,5490
1908,27-01-2025,dish detergent,1066
1853,11-08-2024,margarine,5708
2053,18-04-2025,tortillas,2027
2177,18-04-2025,margarine,1603
2134,23-08-2025,margarine,5586
1353,25-12-2025,pip fruit,5115
2065,11-08-2025,cat food,3715
1689,13-04-2024,whole milk,5802
1337,02-04-2025,frozen vegetables,3635
1008,06-03-2024,canned beer,1277
1637,03-08-2024,canned beer,1366
1845,01-02-2024,white bread,642
1857,18-05-2024,citrus fruit,3616
2121,10-12-2024,sugar,2817
1236,30-12-2025,pastry,910
1724,09-06-2024,white bread,4037
1618,13-03-2024,  YOGURT,218
1432,04-12-2024,parmesan,1969
1332,26-06-2024,newspapers,1572
1767,03-12-2024,parmesan,4674
1943,07-08-2024,tortillas,297
1975,23-12-2025,onions,3224
1309,25-02-2024,parmesan,5768
1719,18-11-2024,canned beer,1013
1254,22-12-2025,soda,4096
1337,02-08-2025,citrus fruit,3341
1481,09-02-2025,napkins,4445
1949,21-08-2024,margarine,4333
1074,19-10-2024,ground beef,679
1965,06-07-2025,canned beer,5169
2149,10-01-2024,rolls/buns,286
1218,09-05-2024,cat food,64
1688,16-11-2024,pastry,5139
1806,15-02-2024,white bread,5142
1289,18-09-2024,salsa,816
2146,27-07-2025,sausage,2382
1756,20-07-2024,dish detergent,5217
1277,03-07-2024,pastry,2245
2072,11-04-2024,pastry,1975
1825,01-04-2024,yogurt,4977
1445,16-04-2025,curd,4603
1460,27-05-2025,citrus fruit,5909
1971,23-08-2024,white bread,2265
1988,26-04-2025,soda,2881
1939,19-05-2025,frozen vegetables,1101
2133,18-11-2025,yogurt,4837
2135,29-07-2025,whole milk,2441
1750,24-03-2025,domestic eggs,4176
1772,17-09-2024,citrus fruit,3284
1505,16-06-2024,ketchup,1256
2180,16-10-2025,parmesan,2088
1022,10-12-2024,whole milk,1946
1015,09-05-2025,canned beer,3723
1817,28-08-2025,jam,3444
1074,23-11-2024,newspapers,4755
1760,13-05-2024,canned beer,5890
1435,04-08-2024,frankfurter,1548
2141,19-12-2025,margarine,1623
1106,30-05-2024,canned beer,2106
1916,12-05-2025,yogurt,3752
1959,31-05-2025,canned beer,899
1826,25-01-2025,dish detergent,754
1876,15-11-2024,citrus fruit,2890
1359,14-11-2025,ice cream,1978
1361,17-04-2024,citrus fruit,4672
1487,18-02-2025,granola,5839
1965,06-07-2025,rolls/buns,5169
1795,31-07-2025,citrus fruit,4580
1654,19-05-2025,domestic eggs,2287
1844,29-03-2024,root vegetables,1236
1101,25-06-2025,margarine,5471
2057,27-10-2024,margarine,4866
